text,label
UVM COVID 19 Protocol,unclear
Compensate Fees after Closure of Universities due to Covid-19 Pandemic,unclear
No MAGA Mural in Petaluma!,unclear
"Petition to Freeze Rent, Mortgage, & Utility Bills During Covid-19 Pandemic",unclear
Utah: Require Insurers to Pay COVID-19 Business Interruption Claims for Restaurants,pro-mitigation
Halt all catalogs sent through USPS for the 3 weeks leading up to the election,unclear
Shut down TORONTO COVID-19,pro-mitigation
"Partial tuition refund for students at Greengates, due to online classes.",unclear
Fund & Restore the SBA EIDL to help small businesses and gig workers affected by COVID-19.,unclear
No Karnataka CET in July,pro-mitigation
PETITION FOR ACADEMIC EASE,unclear
Demand Adequate Pay for Actra Toronto Members Completing Required COVID Testing,unclear
Protest against petroleum fuel price hike in India,unclear
Objection to Notice dt-12th Feb 2021 issued by Panvel Municipality for Property tax,unclear
Allow cancer patients to access treatment and clinical trials - please do not donate,unclear
Cancel Deanza Classes Amid Coronavirus Outbreak (COVID-19),pro-mitigation
Reopen pools now,anti-mitigation
Cancel B Tech Exams for intermediate semesters -KTU,pro-mitigation
LET US PLAY,anti-mitigation
Stop the deportation of Australian mothers and their children into abusive situations,unclear
AMEND the Law Indicating 3% Philhealth Premiums for Physicians and 0​.​5% Yearly Increase,unclear
Re-enact mandatory indoor masking as a basic public health measure.,pro-mitigation
Reschedule Class of 2020 Events!,pro-mitigation
Pass/Fail Grading Option at the University of South Carolina for this Semester,unclear
Addison Davis must RESIGN Immediately,unclear
Haramkan penggunaan dan penjualan rokok elektronik dan vape di Malaysia,unclear
Pelo Lockdown em TODAS cidades com +150​.​000 habitantes,pro-mitigation
Clemency for Bryon Russ,unclear
"Moderna, Pfizer, and CureVac: Ensure we can end the Pandemic. Help others produce Vaccine",pro-mitigation
Stop travel to rural holiday destinations in UK during Covid-19,pro-mitigation
Cerrar canal de SOY DAVID SHOW por violar cuarentena COVID-19,pro-mitigation
"Build bike lanes on Bloor, Danforth & Yonge now",unclear
REISEWARNUNG AUFHEBEN! - Mallorca is NO RISK zone.,unclear
ALL EXAMS / TESTS TO BE ONLINE,pro-mitigation
"Cherokee Co. Sheriff Spokesperson, Capt. Jay Baker Must Go!",pro-mitigation
The German government should cancel rents for international students till CoVid19 is over.,pro-mitigation
Petition for Online Teaching in LSE under COVID-19 Threat,pro-mitigation
Smaller Nonprofits Need Help Now To Survive COVID-19,pro-mitigation
Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,pro-mitigation
Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,anti-mitigation
Australian Dept of Education Duty of care failures COVID 19,unclear
Health care workers and Covid-19,unclear
"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars",pro-mitigation
Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,unclear
Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,unclear
Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,unclear
Front line workers deserve hazard pay from Danbury and New Milford Hospital.,pro-mitigation
Regarding UC Irvine's Decision to Cancel 2020 Commencement,pro-mitigation
"IDPH, Cheerleaders Are Athletes! COVID-19",anti-mitigation
"Stop the spread of COVID-19: Cancel the 7/11/20 Trump rally in Portsmouth, NH",pro-mitigation
CoVid 19 Petition : To gain government support for small businesses in India,unclear
VTU is planning to conduct Offline exam over online semester - COVID is still rising,anti-mitigation
Demand a Green New Deal to save the planet after Covid-19,unclear
Protect Pregnant Healthcare Workers & Healthcare System from COVID19,pro-mitigation
Cuomo Close NYC construction during  Covid-19. Save peoples lives,pro-mitigation
"COVID-19 Pandemic: Supplies, Financial Support and Compassion for Humanity",pro-mitigation
Extend IELTS validity by a year following Covid-19 Pandemic,pro-mitigation
Commence Scenario 2 for High Schools and Revise COVID-19 Guidelines in Alberta,pro-mitigation
Petition to PM & FM INDIA: RELIEF FOR INDIAN LOAN BORROWER;EMI HOLIDAY! PLS BAN MORATORIUM,unclear
Facebook: Don’t stop the music!,unclear
Extend compassionate use of Remdesivir to health care workers,pro-mitigation
Impose trade sanctions for nations with unsafe bio-security in their (wet) meat markets,pro-mitigation
Lift the ban on alcohol sales in Barbados during the Covid-19 lock-down,anti-mitigation
"Housing Is Health! No Homelessness, No Rent Debt",unclear
Padma Vibhushan for Dr KK Aggarwal,unclear
Petition to lower the tuition fees for 2020/2021 sem 1 at Universiti Teknologi Malaysia.,unclear
MUHS should conduct online examination or Postpone MBBS examinations due to rising COVID,pro-mitigation
Release College Students From Off-Campus Housing Obligations During COVID-19 Pandemic,pro-mitigation
Get competitive swimmers back in the pool in PA!,anti-mitigation
Extend COVID-19 relief packages to temporary visa holders,pro-mitigation
Justice for Nikita Tomar,unclear
"Allow live meetings, conventions, and tradeshows to operate in Las Vegas at 50% capacity!",anti-mitigation
Protect Chesterfield's Special Education Students!,unclear
Forgiving rents in the time of lockdown due to Coronavirus,pro-mitigation
Move the Pop-Up Covid Test Centre away from the Old Town!,pro-mitigation
We Won't Leave Anyone In Our Community Behind During COVID-19 Pandemic,unclear
Tranparency Regarding Keller ISD's Management of COVID-19,unclear
Protect Orillia During COVID-19,pro-mitigation
Release all ICE Detainees Immediately,unclear
Unmask Elementary Children Outdoors (and all together).,anti-mitigation
Save Redrow/Crem skatepark,unclear
Give the elderly the first hour of supermarket trading during Covid-19,pro-mitigation
Close all MESA PUBLIC SCHOOLS because of COVID-19. Protect our Children!,pro-mitigation
#PostponeNEET_JEE,pro-mitigation
Cancel all further exams due to instability caused by COVID-19,pro-mitigation
Governor Hogan: Close preschools to protect childcare workers from the spread of COVID-19,pro-mitigation
Lower the age of breast cancer screening in Scotland - “Better screened than sorry”,unclear
Open Personal Training Studios During Phase 2,anti-mitigation
Tell Gov. Cuomo: Broadway Deserves a Seat at the Table,anti-mitigation
Covid 19: Repatriación de argentinos y residentes argentinos en el exterior.,unclear
NIRA to extend eligibility for athletes whose seasons were cut short,unclear
Protect Essential Autism Care in PA,unclear
Pass all classes of 2020 second semester,unclear
Concordia University students asking for the grading system this semester to be PASS/FAIL,unclear
Postpartum support for mothers in Newfoundland during COVID-19,pro-mitigation
Saskatchewan Needs a Better Back-To-School Plan,pro-mitigation
Petition for NSW Year 12 students to hold Graduation Assemblies and formals,anti-mitigation
"Lecce, DO NOT CHANGE MARCH BREAK AGAIN!",unclear
Postpone Highschool Spring Sports instead of Cancelling,pro-mitigation
Save Echo Park Lake,unclear
Proactively protecting the health of SHSU and Huntsville Amid growing concerns of COVID-19,pro-mitigation
Reschedule Rutgers University 2020 Commencement,pro-mitigation
COVID Outbreak: CLOSE DEVONSHIRE MALL,pro-mitigation
Re-opening of ALL Golf Facilities Immediately for ALL GOLFERS,anti-mitigation
Covid-19: give economic hardship relief to the hair & beauty industry – support UK salons,pro-mitigation
"Demand Visa, MasterCard, AMEX & Discover Reduce/Waive Certain Fees during COVID 19",unclear
Get Nassau County To Reverse The Postponement Of The 2020 Fall Season,anti-mitigation
Unemployment Relief For Independent Workers With Mixed Income Types,unclear
"""Play On""",unclear
Allowing athletic competition,anti-mitigation
Manitobans Demand a FAIR Contract for Nurses & Quality Patient Care,unclear
Close UC Berkeley Campus Due to COVID-19 New Cases in Surrounding Areas,pro-mitigation
COVID-19 Hazard pay for all 1199 SEIU healthcare workers now,unclear
COVID-19 Pandemic: Reinstate Premium Pay for Essential Employees in the State of Maryland,pro-mitigation
Impeach Michigan Governor Gretchen Whitmer NOW,pro-mitigation
Grace-Graduate final year UG students owing to Covid-19,unclear
82yr Old Woman Battling Leukemia Needs Urgent Commutation of Sentence,unclear
Online classes for Universidad europea de valencia (COVID-19 Emergency),pro-mitigation
Sack Dominic Cummings!,pro-mitigation
Support excise parity for Canadian craft distilleries,unclear
Include Australia's Already Disadvantaged in the COVID-19 Stimulus Supplement,pro-mitigation
CANCEL 2021 METRIC BOARD EXAM DUE TO THE WIDE SPREAD OF COVID 19,pro-mitigation
Make DUT shut down all campuses for an appropriate amount of time should COVID-19 worsen.,pro-mitigation
SAVE FAIRLOP SAILING SCHOOL FROM CLOSURE,unclear
"Governor Kim Reynolds: Suspend Rent, Mortgage, & Utility Payments During This Crisis",unclear
Deny Mike Harris the Order of Ontario,pro-mitigation
"Help undocumented immigrants
during the COVID-19 crisis",pro-mitigation
"Governor Andy Beshear: Suspend Rent, Mortgage and Utility payments during the Corona Virus",pro-mitigation
Open Fitness Facilities Premier,anti-mitigation
"Petition for all 2020 parents to be granted $3,000 baby support grant",unclear
"Stop coronavirus - call for permanent ban on commercial wildlife breeding, markets & trade",pro-mitigation
Release COVID-19 Child Care Data in MA!,unclear
Shutdown the University of Waterloo campus temporarily due to COVID-19,pro-mitigation
Punëtorët informal duhet të përfitojnë nga paketat e ndihmës financiare COVID-19,unclear
Pay Petsmart employees Hazard pay due to COVID-19.,pro-mitigation
Hazard Pay for Fred Meyer Employees During the Outbreak of COVID-19,pro-mitigation
Allow Michigan Youth Soccer Players To Return To Play,anti-mitigation
Academic Freeze,unclear
Stop vigilante Covid-19 roadblocks,anti-mitigation
Canada Should Ban Flights from Europe due to COVID-19,pro-mitigation
Close NBPS after Spring Break due to the outbreak of COVID-19 in Broward county.,pro-mitigation
Close QASMT For 2 Weeks (COVID-19),pro-mitigation
Target: Protect your team and community as Covid-19 surges on.,pro-mitigation
Restrict Maximum Monthy BCHydro Charges During Covid-19 Outbreak,unclear
Ensure Sir Richard Branson sells private assets before being bailed out by the government.,unclear
Cancel Lucknow University Exams! Mass promotion of students is an option.,pro-mitigation
Norwich University students to remain off-campus in response to COVID-19,pro-mitigation
COVID-19: Change to The Leaving Cert 2020,unclear
Personal Protective Equipment (PPE) and COVID-19 Health Care for NYPD Officers,pro-mitigation
Allow ski hills to operate during Ontario lockdown,anti-mitigation
Stonewall Jackson Cemetery Name To Remain The Same,unclear
Bring the AFL grand final to Perth,anti-mitigation
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,pro-mitigation
COVID-19 Support for International Students,unclear
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,pro-mitigation
COVID vaccines for California teachers,pro-mitigation
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,pro-mitigation
Cancel School for CPS,pro-mitigation
Provide federal financial assistance to renters affected by COVID-19,pro-mitigation
COVID-19: Suspend classes and Encourage online teaching at Coventry University,pro-mitigation
Sénégalais de l'extérieur victimes du COVID-19,unclear
Demand Congress Provide Free School Meals To Every K-12 Student In America,unclear
Lower Temple University Fall 2020 Tuition,unclear
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,unclear
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,pro-mitigation
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,unclear
Allow virtual HBUHSD teachers to continue instruction online,pro-mitigation
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",unclear
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",unclear
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,pro-mitigation
Please Let Massachusetts Golf,anti-mitigation
Stop Deportation- Mother faces deportation that would take her away from her daughter,unclear
"The stoppage of Justin Trudeau's ""assault weapons"" ban",unclear
Allow Businesses and small traders to resume in Mumbai.,anti-mitigation
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",pro-mitigation
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,unclear
Do not transfer our Municipal Commissioner until Covid is eradicated,pro-mitigation
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,pro-mitigation
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",unclear
Postpone VTU exams,pro-mitigation
Help convince Inslee and WIAA to allow HS spring sports to resume,anti-mitigation
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,unclear
